file_name,ot_checksum,downloaded_checksum,lines,is_downloaded
evidence/sourceId=chembl/part-00025-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,7756ebeefa439b54e72762e97c5c2bd9a015b25c,,,false
evidence/sourceId=chembl/part-00027-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,980271aec94ed7905822e708da457869aae0aec3,,,false
evidence/sourceId=chembl/part-00044-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,9b9b44b59048491e6fafa75ca14b64e868e0d8a3,,,false
evidence/sourceId=chembl/part-00003-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,2ec2a993a744ab85a9799462a7c00805734998d3,,,false
evidence/sourceId=chembl/part-00011-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,33cb796a7fe7c341c9f41ecd585369382b429660,,,false
evidence/sourceId=chembl/part-00007-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,ed21858c99f359ca3b267f361f81c5ee7eff40bd,,,false
evidence/sourceId=chembl/part-00009-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,da324df367f7f5d52234092bec8a13e283912d0b,,,false
evidence/sourceId=chembl/part-00145-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,b04f054dbe7dec84a134747ca80cc7da6cbba7a6,,,false
evidence/sourceId=chembl/part-00019-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,1c33354f177d3c0b15e3735371052544fdd7757e,,,false
evidence/sourceId=chembl/part-00017-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,35c840077ffbe40a6b4146f61fb0adcb0bf338c3,,,false
evidence/sourceId=chembl/part-00015-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,1e78bee526d7670b28d91a090e9d967bbb71ec73,,,false
evidence/sourceId=chembl/part-00012-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,ccc9bb381b03a1245d25d69b1ad8666fb88261c6,,,false
evidence/sourceId=chembl/part-00013-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,c5907b463e033fe8f1c4730ca0e84cd87a82c5a9,,,false
evidence/sourceId=chembl/part-00010-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,439295245c2b8c2b91f19ca4543f0643a3f3db19,,,false
evidence/sourceId=chembl/part-00016-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,2918f4ae88369c9be5e51c0be183fa85c944db52,,,false
evidence/sourceId=chembl/part-00021-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,bdc26fe4e2fedb9a86e81278d8e99ba9fc0fd0da,,,false
evidence/sourceId=chembl/part-00018-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,0bbd1ddf9fc9a7e1f6b67871470f7c4f77e87bf4,,,false
evidence/sourceId=chembl/part-00020-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,d1c6b34272cf75ad2cac4531ffcd187a4ca89850,,,false
evidence/sourceId=chembl/part-00022-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,fe2583c7a2f23c828407a5ba1205d22c18c2394c,,,false
evidence/sourceId=chembl/part-00023-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,a6f5137439b63bca1892a597193cd78dc58104ec,,,false
evidence/sourceId=chembl/part-00149-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,15fdee40b2917611d508e4eb27ee21f12fe73cb7,,,false
evidence/sourceId=chembl/part-00051-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,cea4c71e30035f7cd37929deb41c8c9104f462ed,,,false
evidence/sourceId=chembl/part-00000-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,026041b7ec867131f455217a104cdec07bbe57e9,,,false
evidence/sourceId=chembl/part-00039-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,a9686b2800a74798244ac2779405f9649a81d2be,,,false
evidence/sourceId=chembl/part-00001-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,0f865dfba7c13a9a89d11187c46cc5e2e45ca952,,,false
evidence/sourceId=chembl/part-00002-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,ee63ad27ae73b79d07f76cae607b30947d7d12f5,,,false
evidence/sourceId=chembl/part-00005-557808b7-aa5c-40c3-847b-b6d959db0867.c000.json,78636b06c4a413dc6c0d15af4695d87dae4ad149,,,false
